store_code	latitude	longitude
13087	24.8733658	66.9858709
13089	24.8733353	66.9847677
13092	24.862995	66.9986033
13093	24.8544725	66.99237
13094	24.8622768	66.9946766
13096	24.8603379	66.9908991
13097	24.8579489	66.9979299
13099	24.865981	66.9938
13100	24.8521063	66.9959105
13101	24.8585192	66.9918043
13103	24.862815	66.9986167
13104	24.874515	66.9945367
13106	24.8553583	66.9911636
13107	24.8731097	66.9910874
13110	24.8551404	67.00013
13112	24.8687851	66.9988141
13116	24.8573445	66.993735
13117	24.8692876	66.9988011
13118	24.8590149	67.0003984
13119	24.8601282	66.9974195
13122	24.8692087	66.9875989
13123	24.869613	67.0002563
13125	24.8709641	66.9860561
13128	24.873845	67.0064217
13129	24.8635158	67.0013099
13131	24.8614533	66.9875567
13132	24.8605513	67.00091
13134	24.8588242	67.0006903
13135	24.8745437	67.0026247
13140	24.8545494	66.9925473
13141	24.875055	67.0047108
13143	24.8728905	66.988402
13144	24.8597445	67.0008621
13150	24.8754297	67.0056448
13152	24.8786645	67.0061155
13155	24.864885	66.9984067
13159	24.861706	66.9926674
13162	24.8769167	67.0042083
13166	24.8581607	66.9914608
13167	24.8518139	66.9948767
13169	24.8611595	67.0010155
13170	24.8534438	66.9970009
13172	24.8747767	67.003965
13174	24.8592275	67.0003499
13176	24.8554947	66.9940438
13179	24.8721274	66.985658
13180	24.8607827	66.9969553
13183	24.8573737	66.9916114
13184	24.8590266	67.0009253
13191	24.8505041	66.9964122
13193	24.866411	66.9952728
13194	24.8504322	66.9963857
13195	24.8657787	66.9962672
13197	24.8586189	67.0006281
13198	24.8708446	67.0000001
13200	24.8560017	66.9932683
13201	24.8540099	66.9941251
13203	24.8600374	66.9987234
13204	24.8549275	66.9982286
13205	24.8679597	67.0000418
13206	24.8637112	66.334
13208	24.8578834	66.9971328
13212	24.8741287	66.9856493
13213	24.8763954	66.9913927
13214	24.8684736	66.9894808
13217	24.8607299	66.990789
13218	24.8549598	66.9953484
13221	24.8681185	66.9900329
13224	24.8769896	66.995895
13225	24.8794548	67.0038355
13234	24.853329	66.997912
13235	24.8751049	66.9873581
13236	24.8688818	66.9890265
13238	24.8603202	66.9908819
13240	24.8687232	66.9983907
13244	24.8525728	66.9944554
13246	24.8748972	67.0081387
13249	24.8583639	66.9901855
13255	24.8610638	66.9968718
13257	24.8719033	66.9863483
13258	24.8548998	66.9980811
13261	24.8594687	67.0007845
13263	24.8634828	66.9972065
13264	24.8524076	66.9961072
13266	24.8761449	66.989201
13267	24.851195	66.9929917
13268	24.8697368	66.9883625
13271	24.8712317	67.0077183
13272	24.8649208	67.0016711
13273	24.8643962	66.9873157
13274	24.8597677	66.9883181
13282	24.8525704	66.9966943
13284	24.8738247	67.0042142
13286	24.8572723	67.0003334
13288	24.8776579	67.0098431
13291	24.856206	67.0028222
13292	24.8502591	66.9949195
13293	24.8636519	66.9934704
13294	24.8683827	66.9882963
13295	24.8650861	67.0004665
13296	24.8545741	66.9927046
13297	24.8731239	67.0021897
13298	24.8532677	66.9945388
13300	24.8695668	67.0002813
13313	24.8500558	66.9950859
13315	24.8786218	67.0053683
13319	24.8656654	66.9963824
13320	24.8755228	66.9882556
13321	24.8556716	66.9943597
13323	24.8683661	66.9883148
13326	24.8738187	67.0041974
13329	24.8718797	66.9900162
13330	24.8521601	66.9949544
13331	24.8608975	66.9947126
13332	24.86784	67.0001781
13333	24.8508758	66.9928752
13339	24.8625487	66.9897908
13341	24.8505322	66.9935453
13343	24.8554189	66.9905243
13347	24.8725897	67.0049605
13348	24.8738933	67.0028351
13349	24.856515	66.9938662
13350	24.8748017	67.00495
13351	24.8521187	66.9949603
13352	24.8592431	67.0012703
13355	24.8596583	66.9888227
13356	24.8655367	67.0003733
13357	24.8502107	66.9964471
13359	24.8559063	67.0028175
13360	24.8572556	67.0000831
13365	24.8623445	66.9968089
13366	24.8581875	66.9962867
13368	24.8587486	67.0007787
13374	24.8673	67.00026
13375	24.8488182	66.9922186
13377	24.8745483	67.004495
13378	24.8634743	67.0006526
13380	24.8705702	66.9880741
13382	24.8666089	66.995848
13383	24.8614833	66.9924317
13385	24.8728831	66.9860233
13389	24.8516131	66.9963409
13391	24.8563858	66.9929657
13394	24.8679847	67.0006866
13395	24.8586515	67.0006437
13396	24.8555688	66.9942124
13397	24.8705951	66.9934005
13398	24.8617529	66.9929637
13400	24.8628824	66.9883226
13402	24.8501591	66.9931871
13403	24.8595439	66.9927094
13406	24.8562258	66.9973963
13410	24.8580446	66.99076
13412	24.8606938	66.9949166
13413	24.8576415	66.9947696
13415	24.8745812	67.0047604
13416	24.858718	67.0006389
13417	24.8647854	66.9979707
13418	24.8523291	66.995437
13420	24.8768	67.003565
13424	24.8687977	66.9891299
13426	24.8735217	67.0065667
13427	24.8751142	66.9872881
13429	24.8546308	66.9927256
13430	24.8775027	67.0107355
13432	24.8766517	67.003065
13433	24.870153	66.9875123
13434	24.858224	66.9912072
13435	24.8523255	66.9954363
13439	24.85308	66.9945267
13441	24.8579089	66.9979367
13443	24.8707506	66.9885428
13447	24.8534689	66.7314
13449	24.8579773	66.9933174
13450	24.8594551	66.9915187
13451	24.8730745	67.0027443
13455	24.856781	66.9942148
13458	24.8701957	67.0012544
13460	24.8587388	67.0007053
13462	24.8633074	67.0012359
13463	24.8698971	66.9941012
13464	24.87372	67.002785
13465	24.8722283	66.9955465
13471	24.851734	66.9958834
13474	24.8582021	66.9962638
13477	24.8654233	66.9988567
13480	24.8801232	67.0034659
13485	24.8640268	66.9965427
13491	24.8768917	67.003905
13493	24.8769833	67.0045817
13494	24.8743424	66.9856309
13495	24.8710397	66.9889193
13498	24.8725698	67.0075596
13499	24.8560326	67.0028798
13500	24.8595074	66.9964208
13503	24.8527085	66.9971527
13504	24.8745942	66.9973722
13508	24.8635144	67.0003824
13509	24.8653516	66.9978445
13512	24.8764749	67.0032918
13513	24.8602823	66.226
13514	24.8612793	66.9914247
13518	24.87733	66.9964867
13520	24.8533039	66.994566
13521	24.8498876	66.9957319
13523	24.8685578	66.9989872
13525	24.8517943	66.9968885
13527	24.8689129	66.9890646
13536	24.8722433	67.0020117
13537	24.8734342	66.9884936
13538	24.8623279	66.9967645
13539	24.8549945	66.9926109
13540	24.8582356	66.991224
13541	24.852743	66.9952714
13547	24.8495335	66.9918391
13551	24.8726965	66.9897347
13554	24.8518108	66.9947052
13557	24.8571423	66.9940178
13559	24.8591215	66.9915205
13562	24.8736922	66.9844745
13566	24.8695423	67.0001804
13567	24.8517998	66.9968876
13569	24.8516099	66.9989561
13570	24.8635788	67.0011019
13571	24.8679294	66.9984563
13573	24.8578861	66.991324
13574	24.8692534	66.9888067
13576	24.8544582	66.9939567
13577	24.8539284	67.0016216
13578	24.8587201	67.0006035
13579	24.8502469	66.9953542
13581	24.8590992	67.000303
13589	24.8522447	66.995551
13591	24.8796849	67.0035251
13592	24.867985	67.0040216
13598	24.850831	66.9928961
13606	24.8679967	66.7633
13607	24.8640757	66.9888368
13608	24.8786258	67.0063009
13609	24.8583508	66.9966066
13615	24.8622808	66.9946773
13616	24.8730035	67.0024512
13617	24.8732196	66.9881741
13618	24.8631892	66.9972959
13619	24.87863	67.0056683
13620	24.8731971	66.9910728
13621	24.868008	67.0041033
13623	24.8550918	66.9987735
13630	24.870941	66.9869513
13631	24.8740669	66.9894619
13632	24.8547623	66.9917381
13636	24.8583004	66.9901821
13637	24.8675179	66.9890897
13638	24.8713902	66.9939874
13640	24.8737803	66.9855222
13641	24.8584144	66.9966907
13648	24.8557689	66.9904803
13650	24.8582125	66.9960947
13651	24.8579687	66.5064
13653	24.86077	66.9975717
13656	24.8548515	66.9937759
13657	24.8743367	66.9881196
13658	24.862326	66.9969325
13664	24.8700467	67.0056567
13665	24.8535141	66.891
13666	24.8639597	67.0012565
13670	24.8695592	67.0003141
13671	24.8655149	66.9934682
13675	24.8635033	67.0012583
13681	24.8557509	66.9902289
13684	24.8610309	67.0011931
13686	24.87459	66.9948383
13690	24.8558957	67.0020715
13691	24.8783	67.0035263
13693	24.871605	66.9896867
13695	24.8526612	66.9949431
13697	24.8647752	67.0011777
13702	24.86072	66.9908032
13704	24.8635187	66.9896696
13707	24.8616563	67.000544
13708	24.8732113	66.9881598
13711	24.8550408	66.9955132
13713	24.864524	66.998714
13714	24.8732614	66.9909677
13715	24.8600762	66.9892421
13717	24.8733851	66.9842556
13718	24.8695722	67.0003068
13723	24.8679081	66.99612
13725	24.8607147	66.9970669
13729	24.8549852	66.9935398
13730	24.8524389	66.996097
13731	24.8576593	66.9907975
13735	24.8613936	67.0007137
13740	24.8701774	66.9865528
13745	24.874973	66.9955052
13746	24.862886	66.9883286
13747	24.8624574	66.9968751
13748	24.878687	67.0033532
13752	24.8694083	67.00601
13755	24.8583348	66.9941474
13757	24.8550949	66.9893489
13759	24.8734718	67.0025454
13761	24.8588529	67.0000995
13765	24.8704671	67.0012365
13767	24.8676087	66.9962929
13768	24.8742622	66.9924549
13769	24.8700382	67.00105
13770	24.8582993	66.9963709
13774	24.8588385	67.0006962
13776	24.8565703	66.9900043
13778	24.8495599	66.9975918
13779	24.8607053	66.9970757
13780	24.8795579	67.0029694
13783	24.8704816	67.0032289
13785	24.8687017	67.0055417
13787	24.860738	66.9907816
13788	24.8586554	66.9964455
13789	24.8628107	66.9879229
13790	24.8743342	66.9880789
13791	24.8636366	67.0008883
13793	24.8683835	66.9884005
13794	24.876504	66.9906365
13795	24.8682067	67.0039051
13796	24.8739154	66.9891364
13799	24.8561047	66.993382
13800	24.86989	67.00028
13801	24.8526073	66.9948405
13805	24.8736061	67.0053592
13806	24.8511252	66.9957822
13807	24.8622689	66.9946684
13809	24.860687	66.9949253
13812	24.8488786	66.992323
13813	24.8554699	66.9983311
13814	24.8747836	66.9894388
13816	24.8733488	67.0090085
13819	24.8539593	66.9976798
13822	24.8607543	66.9907011
13823	24.8588626	67.0008049
13828	24.8768484	66.9935903
13829	24.8763869	66.9913988
13830	24.8606764	66.9960576
13831	24.8575835	66.9907911
13833	24.8733631	67.0025684
13834	24.855005	66.99386
13835	24.8712667	66.9891377
13836	24.8648363	67.0015682
13837	24.8769131	66.9955687
13838	24.8717693	66.9866258
13841	24.8543179	66.9921685
13842	24.873291	66.9856676
13843	24.8702807	66.9877669
13846	24.8601733	66.9974604
13849	24.8716767	66.9383
13850	24.8682928	67.0003333
13853	24.8714649	67.005323
13856	24.8732067	67.00845
13858	24.8746056	67.0026982
13861	24.8786469	67.0062201
13862	24.8714641	67.0020959
13863	24.8716814	66.9868345
13865	24.8593085	67.0003313
13866	24.8596533	66.9925049
13870	24.858824	67.0005735
13871	24.8769451	67.0049701
13872	24.8696062	66.9880205
13873	24.8590108	67.0010453
13874	24.8579643	66.9933099
13875	24.8654933	67.0005183
13877	24.8764717	67.0030383
13881	24.861011	66.9912849
13882	24.8692209	66.9944581
13884	24.8750398	67.0047003
13886	24.9897183	67.074435
13888	24.977965	67.08387
13889	24.9972414	67.0745018
13891	24.9670271	67.0851786
13892	24.9687809	67.0725224
13893	25.007739	67.094111
13894	24.9781014	67.0555441
13896	24.9872133	67.0732067
13897	24.9895263	67.0931524
13898	25.0043336	67.0884505
13899	25.0328433	67.0716233
13901	24.9617319	67.0735084
13902	24.9828333	67.0698333
13904	25.0304833	67.072465
13905	24.9969574	67.0849462
13906	25.045495	67.1035567
13907	24.9858559	67.0509111
13908	24.9986202	67.0830084
13909	25.0031272	67.0810665
13916	25.0016138	67.0525698
13917	25.0029181	67.055017
13918	25.0365166	67.0943544
13924	24.9893911	67.0544162
13926	24.9819095	67.0705968
13928	24.9897927	67.0644542
13929	25.0081011	67.0677024
13930	25.0037784	67.1025238
13933	24.9891683	67.0697467
13939	25.0053017	67.0807067
13944	25.0055917	67.0501517
13945	25.0126203	67.0735501
13947	24.9908633	67.0973427
13950	24.9893035	67.0746496
13951	24.9879697	67.0396888
13953	25.0071515	67.0817234
13956	25.0456135	67.107772
13958	25.0170517	67.0554367
13959	24.993635	67.0770183
13960	24.9748157	67.0773113
13962	25.0339282	67.0958723
13963	25.0042117	67.0637032
13966	25.0072186	67.0893755
13967	25.0054867	67.0773317
13972	24.9692993	67.0863722
13973	24.9610682	67.0852728
13976	25.0136092	67.0751706
13978	25.0331684	67.0687504
13979	25.0329435	67.0910092
13980	24.9948417	67.0944634
13983	24.9884241	67.0837443
13985	25.0244392	67.0718104
13986	24.9832167	67.0814569
13987	24.9733255	67.0774365
13988	25.0173893	67.0555349
13989	24.9652491	67.0804031
13990	24.9748094	67.0765898
13991	25.0073675	67.0893083
13992	24.9960243	67.0652791
13995	24.9726567	67.0827906
13996	24.9832033	67.0708917
14000	25.0122574	67.0669925
14001	24.9786934	67.0511155
14004	25.0346067	67.0725217
14005	25.0146767	67.0678311
14006	25.0108417	67.057925
14007	24.9748151	67.0771969
14008	25.0039896	67.0589248
14012	24.9765775	67.0830211
14013	24.9896303	67.0628071
14016	24.9837283	67.0770083
14021	24.9890825	67.0962687
14024	25.0005769	67.0555192
14025	25.0028083	67.046755
14026	25.0342664	67.0687015
14028	24.9806801	67.0682143
14029	25.0091286	67.0766466
14033	24.996655	67.0799167
14034	24.9806783	67.068075
14039	25.0365103	67.0661377
14041	24.98819	67.07685
14042	25.030635	67.067665
14045	25.0032172	67.0801588
14049	25.0040383	67.08073
14050	24.9861083	67.051555
14052	25.0009	67.0783683
14053	24.9654211	67.073587
14055	24.9724967	67.0670667
14056	24.9876731	67.082895
14057	24.9850067	67.0719544
14058	24.9792944	67.0505873
14059	24.9892217	67.0831017
14063	24.9673713	67.0888449
14064	25.0206982	67.0669294
14065	24.9979336	67.0849309
14068	25.026425	67.0812367
14070	24.9682249	67.0702021
14071	25.0457406	67.1071881
14073	24.9897935	67.0550238
14074	24.9878711	67.0643779
14076	24.7317	67.0466467
14078	24.980685	67.0509809
14079	24.9658417	67.066115
14080	24.9921246	67.0539618
14081	24.9747582	67.0747545
14082	24.9718833	67.0705237
14083	25.0047083	67.055155
14085	25.0477461	67.1027218
14087	24.9850626	67.0933967
14089	24.9978574	67.0776608
14091	25.0026183	67.0848133
14093	24.9915833	67.0786167
14095	24.9711082	67.0560666
14096	24.9895914	67.0629985
14099	25.0110854	67.0746073
14101	24.9909056	67.064378
14102	25.0026879	67.054853
14106	24.9908739	67.0634488
14108	25.0785767	67.0139033
14109	24.9877189	67.0519638
14110	24.9931788	67.0549548
14111	24.98602	67.0753167
14112	24.9613206	67.0842688
14113	25.022478	67.0721703
14115	25.0053106	67.0524378
14116	24.9586042	67.0816981
14117	24.9984082	67.0860067
14118	25.014735	67.0678167
14119	24.9599313	67.0753769
14122	24.989494	67.0977655
14124	24.9843417	67.0695267
14126	25.008827	67.1073459
14131	25.0028553	67.0617496
14132	25.0032067	67.0803617
14134	25.0177371	67.0626785
14138	24.9769964	67.0747825
14140	25.03259	67.066025
14141	25.0027392	67.0578377
14142	25.000385	67.0699733
14145	25.0140868	67.0569333
14146	24.9585305	67.0842381
14147	24.963106	67.0791454
14150	24.9965717	67.0727583
14151	24.9816067	67.061935
14152	24.9771161	67.0813059
14155	24.9756146	67.0597162
14157	25.0067821	67.0744762
14159	25.0091206	67.0573829
14160	25.0352151	67.1010738
14161	24.9872722	67.0331171
14163	24.9690312	67.074067
14164	24.9681017	67.0559567
14166	25.00177	67.0631465
14168	25.0526719	67.1054582
14172	24.97871	67.0810818
14173	25.0352406	67.073206
14176	24.981495	67.067995
		
14185	24.9635216	67.0770807
14187	24.9756024	67.0773137
14188	24.9863389	67.0618296
14189	24.9986447	67.065383
14191	25.0033696	67.0614845
14194	24.9912765	67.0762724
14200	24.991541	67.0648518
14203	24.99884	67.0566898
14204	25.008505	67.086395
14205	24.9816083	67.0626467
14206	24.9937	67.0816889
14210	25.0286137	67.0812867
14215	24.9834378	67.0487049
14218	25.034793	67.0895934
14219	24.993192	67.0509979
14220	24.9716365	67.073037
14221	25.0161208	67.0670229
14222	24.96562	67.05862
14223	25.0370877	67.0903565
14224	25.0228264	67.0719878
14226	25.0357064	67.0685937
14227	24.969277	67.0832967
14228	25.0486989	67.1044636
14230	25.0006812	67.0697417
14233	25.0344304	67.0944247
14236	24.9963545	67.0596934
14238	24.9592031	67.0845156
14239	25.0080567	67.0627817
14241	24.9854628	67.0552392
14243	24.98989	67.0812788
14248	25.0121473	67.070845
14250	25.0038284	67.0498772
14251	24.9909083	67.073285
14254	25.00298	67.0774517
14255	25.0136833	67.0407067
14257	24.9988771	67.0509267
14259	25.00389	67.0808017
14260	24.9724083	67.0659617
14263	24.9789445	67.072317
14265	24.9690295	67.0853719
14269	24.9948837	67.0679431
14270	24.966479	67.0762193
14273	24.997575	67.0623167
14274	25.0348465	67.066685
14275	25.0265767	67.0885917
14276	25.0228889	67.0695278
14277	25.0241433	67.0961367
14279	25.037736	67.0946372
14283	24.9917344	67.0954809
14284	24.9788584	67.0740898
14285	24.9841922	67.0489808
14286	25.0330817	67.0678633
14288	25.0013348	67.0471289
14292	25.0293767	67.0752467
14293	25.0329783	67.0726567
14294	24.9612272	67.084361
14296	24.97868	67.0808067
14297	24.98912	67.07843
14298	24.9574246	67.0797177
14299	24.9887135	67.0594564
14300	24.9728017	67.0630983
14301	25.032685	67.05598
14302	24.9642761	67.0768571
14306	24.986045	67.081485
14313	25.0454533	67.0181133
14314	24.998865	67.0570233
14319	24.9910181	67.0819685
14324	24.9832733	67.06793
14326	24.9848325	67.0324869
14328	25.0039433	67.05774
14329	24.9724425	67.0932625
14330	25.0261015	67.0936644
14334	25.0456133	67.1076417
14338	25.0327717	67.0679434
14341	25.0165835	67.0703067
14342	24.99577	67.0799733
		
14346	24.976725	67.0803033
14347	24.9736302	67.0683892
14348	25.0346067	67.0725217
14350	24.865	67.084485
14351	25.0008967	67.07878
14355	24.9940243	67.0656649
14356	25.0331021	67.0899704
14357	24.9908509	67.0638078
14358	24.9879263	67.0523929
14359	24.9971717	67.0775083
14361	25.0228208	67.0720958
14365	25.0013657	67.0470376
14367	25.0350733	67.0688167
14369	24.9727934	67.0931934
14370	25.0062599	67.0409182
14371	24.9893715	67.0561204
14372	24.9726825	67.0833897
14376	24.980357	67.0849308
14378	24.99125	67.07631
14379	25.03198	67.078385
14380	25.0124204	67.0742495
14382	24.9772015	67.0861513
14383	25.025993	67.0947453
14384	25.0224823	67.0710532
14386	24.9896742	67.062293
14390	24.9675633	67.0686087
14395	25.0328111	67.070762
14398	24.9751417	67.0963267
14399	24.9873067	67.075995
14401	25.0341527	67.0660382
14402	24.9677016	67.0827784
14405	25.0051092	67.0875852
14410	25.03103	67.074005
14416	24.9903694	67.0927236
14417	24.977775	67.0759817
14418	25.022552	67.0711467
14419	24.9905332	67.057684
14421	25.0078719	67.0805643
14424	24.9660881	67.0630877
14427	24.9953	67.0537919
14428	25.0038938	67.0540792
14429	25.0452575	67.0183067
14435	24.9805163	67.07646
14445	24.9288	67.0676705
14446	24.9985926	67.0653617
14447	25.033335	67.0597183
14448	24.9849067	67.0849833
14449	24.9902206	67.0563861
14452	24.9875978	67.0423203
14454	24.9917983	67.0679533
14455	25.028365	67.06792
14459	25.0341334	67.0659183
14460	25.0097667	67.081805
14462	25.019105	67.0688363
14463	24.9678374	67.0840825
14467	24.9972433	67.084965
14470	25.0331173	67.0899185
14471	25.0095383	67.05563
14472	25.0333247	67.0947398
14474	24.9908472	67.0658213
14477	25.0100451	67.0750574
14480	25.0060862	67.0726277
14482	24.9693012	67.0677337
14484	24.9692521	67.0740717
14487	24.9769483	67.0771167
14488	25.03328	67.0588217
14489	24.9828317	67.0761017
14492	24.9724591	67.0714869
14493	25.01206	67.086195
14494	24.9907179	67.097121
14495	24.9970739	67.0870147
14501	24.9964	67.0844456
14504	25.0296215	67.0996128
14505	24.9812867	67.0666567
14508	24.991238	67.0771785
		
14511	24.970826	67.067649
14512	24.9899526	67.0646734
14513	24.9817133	67.07511
14514	24.9984755	67.0894442
14515	25.01589	67.0571367
14517	24.9891967	67.0791317
14518	24.9788185	67.0735705
14519	24.2536	67.0452
14520	24.9608371	67.0781521
14522	25.0121981	67.0686222
14524	24.9713736	67.0572457
14529	25.0103967	67.0844783
14530	24.98621	67.084295
14532	25.0019162	67.0897688
14533	24.9788108	67.0851362
14534	24.9627613	67.0710536
14537	24.9658908	67.0865183
14540	24.9660979	67.0704237
14546	24.9747883	67.0938382
14548	24.9908636	67.0724362
14549	25.0068331	67.0725658
14551	25.0269798	67.0738933
14554	25.0094703	67.0569479
14555	25.00786	67.0796417
14556	24.9901673	67.0617072
14558	24.9677253	67.0562111
14559	24.9988007	67.088217
14562	25.0042207	67.0638833
14564	25.0069726	67.1058995
14575	24.9977876	67.0759054
14576	25.032037	67.0947465
14580	24.9798267	67.0604683
14584	24.9724567	67.0713333
14585	24.9661817	67.0681183
14587	24.9882768	67.0541326
		
14594	24.9977253	67.0778944
14595	24.9931178	67.0661276
14597	25.0017197	67.0575283
14600	24.6769	67.0466562
14602	24.978155	67.0956733
14603	25.024437	67.0686698
14605	24.9875383	67.0965467
14607	25.0121433	67.0679783
14608	24.9672443	67.0769716
14614	25.00874	67.0691767
14617	24.1633	67.0612083
14618	25.0086799	67.0760379
14621	24.9883309	67.0540247
14625	24.9939683	67.0846833
14629	25.0185943	67.0631668
14630	24.9728717	67.0651
14631	24.9650415	67.0864488
14632	24.9579934	67.0761575
14634	24.9836533	67.07959
14635	25.036206	67.1017115
14637	24.9843433	67.0694933
14638	24.9780546	67.0556053
14640	25.0100166	67.0757724
14641	25.0221003	67.0685375
14643	25.0207989	67.0682352
14645	24.9907356	67.0596495
14646	24.9863481	67.0508421
14647	24.9875446	67.0810886
14648	24.9877564	67.0528359
14651	25.0050817	67.0808467
14654	24.9981278	67.0524733
14656	24.9853483	67.0801317
14663	24.97358	67.0558648
14664	24.9988842	67.059485
14665	24.9977133	67.0782067
14666	24.9807729	67.055772
14669	24.9776869	67.0791543
14670	24.9865863	67.0329857
14672	24.98383	67.056505
14673	24.970855	67.0799633
14676	24.9632782	67.083611
14679	25.0331233	67.0536517
14681	25.0082888	67.0715977
14682	25.000145	67.0664017
14683	25.056798	67.1053275
14685	24.9751379	67.0979423
14686	24.9684833	67.06491
14689	24.9831984	67.0708996
14690	24.9778467	67.0773333
14691	25.0283265	67.066833
14692	25.0025731	67.0753098
14694	24.9725028	67.0887585
14695	24.9895355	67.0609373
14699	24.9803758	67.0852067
14701	25.0082781	67.0681401
14702	25.0225125	67.0630665
14704	24.9870147	67.0545191
14705	24.9961817	67.0706533
14706	24.9877466	67.0422218
14712	25.0327588	67.071541
14714	24.6583	67.0828017
14715	24.9895917	67.061932
14716	24.9803243	67.0826654
14722	24.9613819	67.0731817
14725	25.0271008	67.0628374
14727	25.0013832	67.0599201
14728	25.0080358	67.0689476
14729	25.009435	67.0660842
14730	25.0167062	67.0631789
14731	24.9803536	67.0756901
14739	25.0461612	67.0178267
14741	24.9716309	67.0707713
14742	24.9941483	67.0847933
14743	25.0372229	67.0943937
14745	24.9965333	67.0753233
14747	24.9656263	67.0697216
14750	24.9906037	67.0658423
14752	24.982685	67.0701233
14755	25.00305	67.081495
14756	24.9709435	67.0751878
14757	25.0084952	67.0691449
14758	25.0016817	67.0529433
14762	25.0032487	67.0692118
14766	25.0356266	67.0678284
14768	25.0229468	67.0730216
14774	25.0270749	67.0739199
14777	24.9725819	67.0887541
14779	25.0032033	67.0632167
14788	25.0365876	67.0943678
14790	25.0044079	67.0939627
14792	24.9827283	67.0755217
14793	24.9791927	67.0515749
14794	24.9674852	67.0843205
14795	24.9778254	67.0819349
14797	24.9655833	67.0586667
14802	24.971995	67.06128
14803	24.9747282	67.0751516
14806	24.9890533	67.0335483
14807	24.97227	67.0557231
14808	24.98407	67.0744501
14809	24.964228	67.0768943
14811	24.9719167	67.062285
14812	24.1081	67.0499843
14815	24.9869733	67.0780667
14816	24.8083	67.0849083
14818	24.9763671	67.0705789
14821	24.9750357	67.0800869
14823	25.0065101	67.0726214
14825	25.0038257	67.0436
14829	25.0000051	67.0892093
14831	24.9973817	67.0848617
14833	24.9899508	67.0628394
14834	24.9675603	67.0689921
14838	25.0141983	67.0571068
14839	24.9984133	67.053595
14840	25.003129	67.0801756
14842	25.0189917	67.0684683
14843	24.9913463	67.0560891
14845	24.971175	67.056055
14847	24.9691712	67.084283
14852	24.9726167	67.066065
14853	24.9937979	67.0620596
14854	24.9873083	67.0764933
14855	24.9703462	67.0779502
14857	25.0160835	67.0670675
14858	25.0112295	67.0748185
14859	24.9708685	67.0767956
14860	25.0046481	67.0679949
14861	25.0034048	67.0718791
14862	24.9861802	67.0507944
14865	25.0365483	67.06637
14866	25.0230723	67.0708935
14868	25.0288517	67.07212
14869	25.0053383	67.0409917
14870	24.9828724	67.0552399
14872	25.0086112	67.0763186
14874	25.0030846	67.0601131
14877	24.9821583	67.08389
14878	25.02832	67.0812
14879	24.9778009	67.0959825
14880	24.979087	67.0957997
14882	24.9853789	67.0934138
14886	25.0099346	67.0749263
14887	25.00719	67.08184
14888	24.9875033	67.0855533
14893	24.2202	67.0703194
14896	24.9934886	67.05634
14898	25.0945827	67.0148211
14899	25.0008286	67.0611602
14900	24.9984283	67.0774167
14902	24.965461	67.0817822
14903	24.9837267	67.0692683
		
14906	24.9595776	67.0749791
14907	24.9673076	67.0702841
14908	25.038055	67.1046633
14910	25.0021375	67.0464197
14911	24.98305	67.0833867
14915	24.9680294	67.0811776
14916	25.0051383	67.0411433
14917	25.0302524	67.0912101
14918	25.0039433	67.05774
		
14921	25.0354383	67.06868
14922	24.977775	67.0759817
14923	24.9800733	67.0777967
14925	25.0100483	67.0805483
14927	24.9892883	67.0745383
14928	25.0169845	67.061649
14931	24.99355	67.0848567
14932	25.0092891	67.0649616
14935	25.0068615	67.0726531
14937	25.0094867	67.0556222
14938	24.9766383	67.0797
14939	24.9747079	67.0762512
14947	24.9675846	67.0809822
14948	24.9865983	67.032955
14950	24.9692262	67.0740833
14952	24.9820625	67.0899697
14953	24.9733391	67.07738
14956	25.0585172	67.1052166
14957	24.98031	67.0537117
14958	24.9870187	67.0878127
14960	25.0351641	67.0705895
14964	24.9876548	67.1015652
14966	24.9817884	67.063095
14968	25.0442417	67.0178983
14969	24.9893424	67.0744083
14972	24.9653118	67.0682402
		
14977	25.033575	67.1023683
14978	25.0352224	67.103952
14980	25.0330185	67.067913
14982	25.0022563	67.0465004
14983	24.9961393	67.0939728
14984	25.0050755	67.0727532
14985	24.9823256	67.0719101
14990	24.9738612	67.0684388
14992	25.008004	67.0668816
14994	24.9916417	67.07849
14995	24.987425	67.0808083
14997	25.0120745	67.0677399
14998	25.0052764	67.0400525
14	25.0175385	67.0694519
15002	25.0033039	67.0691833
15003	25.0563411	67.1052076
15005	24.971696	67.0740424
15007	24.9824083	67.0853017
15010	24.9804942	67.0757933
15012	25.0014804	67.0491109
15013	25.0077988	67.0575838
15014	25.0123209	67.0683631
15015	24.9793581	67.0514145
15017	25.0156423	67.0715755
15023	24.9935946	67.0573015
15024	24.993085	67.0694483
15026	25.0288033	67.08222
15032	24.9824068	67.0734548
15034	24.9655089	67.0735688
15037	25.0476942	67.1014074
15038	24.9986937	67.0886844
15040	24.99777	67.0792048
15041	24.9899003	67.0659035
15042	24.9787324	67.0796565
15043	24.9974458	67.0763263
15045	24.9632753	67.0806204
15048	24.986635	67.0955783
15049	24.9768517	67.097615
15050	24.95955	67.0829917
15051	25.0232421	67.0687818
15053	25.0100136	67.0614209
15055	24.9830817	67.0550783
15056	24.96851	67.0651217
15057	24.9681244	67.0560292
15058	24.9785396	67.0518743
15061	24.9754383	67.0962488
15067	25.0007412	67.0564908
15068	25.0093733	67.0865267
15070	24.9883273	67.0545738
15072	24.98628	67.08188
15073	25.0365483	67.06637
