store_code	latitude	longitude
1083	24.8611734	67.0498201
1086	24.8670583	67.0397633
1089	24.8885598	67.051244
1093	24.8622816	67.051636
1097	24.8649821	67.0318573
1099	24.8962011	67.0559725
1104	24.9199141	67.1052988
1106	24.8954983	67.0564883
1107	24.8800467	67.0393533
1110	24.864398	67.0328561
1111	24.89451	67.0553483
1112	24.867169	67.0487419
1113	24.8848118	67.0826489
1116	24.9137301	67.1027749
1118	24.866595	67.0326367
1119	24.8833031	67.0705526
1120	24.8665407	67.0345373
1121	24.9140013	67.1012586
1123	24.8856215	67.0506451
1125	24.9042382	67.0704446
1128	24.8892792	67.0478301
1134	24.9086385	67.1101307
1135	24.8920643	67.0570505
1136	24.8870413	67.0667523
1138	24.8850417	67.0803217
1140	24.8668033	67.0489733
1141	24.8645927	67.0379202
1142	24.8614717	67.0471017
1143	24.9089202	67.1007064
1145	24.8981904	67.1146749
1146	24.8819663	67.0848863
1147	24.879695	67.0606067
1148	24.90887	67.1006617
1149	24.8849684	67.0456417
1155	24.8872963	67.0501723
1159	24.8978768	67.06154
1161	24.9014565	67.0666632
1162	24.8806381	67.0806058
1165	24.8839204	67.0492259
1166	24.8983106	67.1147877
1168	24.8845863	67.0826648
1169	24.867039	67.0447114
1179	24.9115262	67.1257545
1183	24.8658262	67.0335713
1184	24.868265	67.0419483
1187	24.8684017	67.042415
1188	24.8838364	67.0839368
1189	24.8857743	67.0616202
1191	24.9121958	67.1004685
1194	24.8639883	67.0488783
1195	24.8638776	67.0487286
1197	24.9058467	67.118335
1199	24.8982389	67.060887
1201	24.9044088	67.0726216
1204	24.9090186	67.1225597
1206	24.8891294	67.0635954
1208	24.9050137	67.1137824
1209	24.9022525	67.0849049
1211	24.8791967	67.0721731
1212	24.8956352	67.0699423
1215	24.89767	67.07723
1216	24.908915	67.1076125
1217	24.9044544	67.1139006
1218	24.8635695	67.0447381
1219	24.8660176	67.0514832
1222	24.9012435	67.085712
1223	24.8802906	67.0705363
1225	24.9062941	67.0794903
1226	24.9179117	67.103145
1227	24.8931151	67.0620644
1229	24.910658	67.0857102
1232	24.8615449	67.0281758
1233	24.9081024	67.082098
1236	24.9187667	67.1062883
1237	24.9066767	67.0771083
1239	24.9083511	67.1226916
1240	24.8914333	67.067805
1241	24.8979749	67.0680104
1248	24.8983784	67.1147681
1249	24.8863863	67.0613025
1252	24.9189719	67.1047705
1254	24.8973103	67.0770493
1255	24.9076185	67.0814172
1256	24.8647636	67.0321698
1258	24.8973083	67.0691718
1259	24.8693884	67.0374117
1262	24.8667333	67.0321
1264	24.9158343	67.1000727
1265	24.9089056	67.1075962
1266	24.9044843	67.0787867
1267	24.8892817	67.0582417
1268	24.9185259	67.1104006
1275	24.8978461	67.0610798
1276	24.884863	67.082012
1277	24.865848	67.0359937
1278	24.8626354	67.0540794
1281	24.9184898	67.1108651
1284	24.9188732	67.110813
1285	24.894705	67.0741433
1286	24.9068967	67.07729
1288	24.8844117	67.0414783
1289	24.902542	67.084933
1291	24.8977617	67.0610167
1294	24.8872941	67.0670946
1296	24.881587	67.0672814
1298	24.8892611	67.063562
1301	24.8659027	67.051987
1302	24.892525	67.0540817
1303	24.8924018	67.0464849
1304	24.9005744	67.1167328
1305	24.9053825	67.1158485
1309	24.8917034	67.0549284
1310	24.9097626	67.1149343
1311	24.914266	67.1018609
1313	24.8656417	67.0361233
1314	24.8667996	67.0364869
1319	24.898221	67.0608643
1320	24.8625654	67.0523968
1321	24.9077592	67.1196281
1323	24.8688215	67.0441947
1325	24.8823749	67.085535
1326	24.9056714	67.0827282
1328	24.8843686	67.084514
1329	24.89776	67.07818
1333	24.8907333	67.0626967
1334	24.90828	67.0930767
1336	24.8840192	67.0819082
1337	24.8804121	67.0817704
1340	24.9090612	67.122577
1341	24.8640621	67.030385
1343	24.8984323	67.0679432
1345	24.913785	67.1125052
1346	24.89514	67.0561167
1348	24.8670061	67.0487628
1349	24.8633149	67.0448791
1351	24.8909144	67.0477169
1353	24.9027072	67.0840029
1354	24.8627013	67.0496342
1357	24.9038343	67.1144147
1359	24.8822367	67.0663702
1361	24.8888455	67.0453555
1362	24.8694874	67.0341094
1363	24.8686129	67.0380591
1365	24.8986854	67.1165933
1367	24.9038399	67.0678068
1369	24.9100024	67.1235629
1373	24.8807593	67.0637601
1375	24.8633583	67.0482377
1376	24.8636838	67.0401482
1378	24.9012532	67.0678981
1379	24.88977	67.0635383
1381	24.8575967	67.0461183
1385	24.91825	67.10351
1386	24.9051425	67.113421
1387	24.884875	67.0476783
1388	24.8681871	67.0303981
1390	24.884965	67.0461483
1393	24.90883	67.1224967
1394	24.8954152	67.0527292
1401	24.9006238	67.1205158
1402	24.8637125	67.0278659
1404	24.8892894	67.0582322
1405	24.9017952	67.0696963
1406	24.8633317	67.044785
1408	24.8984231	67.065494
1409	24.8897267	67.0633333
1413	24.8715217	67.04746
1414	24.892559	67.0464034
1418	24.8611741	67.0507891
1419	24.891998	67.0441235
1420	24.9134001	67.1126884
1421	24.8621033	67.0498267
1423	24.8967588	67.0686607
1426	24.8868623	67.0527557
1430	24.8630217	67.054445
1431	24.8689984	67.0470303
1433	24.88669	67.0476067
1434	24.8901035	67.0582867
1436	24.8858554	67.0638407
1440	24.892065	67.0535633
1441	24.884577	67.0515557
1444	24.8638802	67.0410288
1448	24.8756351	67.0848575
1449	24.9101107	67.1154297
1450	24.8656467	67.03604
1451	24.9015565	67.0702548
1453	24.8668434	67.0331513
1454	24.899495	67.0749683
1457	24.8846898	67.0829924
1458	24.8896768	67.0458648
1460	24.8920279	67.0441337
1462	24.9017364	67.0814805
1464	24.8934337	67.0537366
1465	24.8802255	67.0817256
1466	24.9086578	67.0824861
1468	24.8971583	67.06902
1470	24.8706517	67.0439033
1471	24.8674644	67.0307546
1473	24.8990038	67.0682647
1474	24.8575593	67.0462195
1479	24.9035883	67.0676333
1481	24.9051029	67.1134085
1482	24.8954775	67.0739815
1486	24.8700088	67.0460988
1487	24.8714333	67.0519983
1489	24.8628367	67.0456233
1492	24.8843766	67.0843821
1496	24.8817267	67.0637233
1497	24.902002	67.0810296
1498	24.895935	67.0644883
1500	24.9035883	67.0676333
1501	24.9046722	67.0833497
1503	24.9084983	67.0825667
1504	24.8620505	67.0497943
1505	24.9191505	67.1051785
1507	24.8934861	67.0592124
1511	24.8638783	67.0487267
1512	24.8688236	67.0374238
1513	24.8954901	67.0563216
1514	24.8994752	67.1027001
1516	24.8631429	67.0487807
1518	24.8806552	67.0618368
1520	24.8809168	67.0635113
1521	24.8600867	67.04729
1526	24.8602969	67.0504054
1527	24.8831108	67.0659069
1529	24.8972835	67.0655259
1530	24.8663484	67.0343951
1534	24.8912417	67.077155
1535	24.9183498	67.1109776
1536	24.8658905	67.0293194
1537	24.8686883	67.046975
1540	24.9042853	67.0705945
1543	24.8815169	67.0662323
1546	24.8845922	67.0569033
1548	24.8618976	67.049657
1549	24.8674696	67.0320769
1551	24.886418	67.0765085
1553	24.88141	67.04251
1554	24.9045819	67.0808511
1556	24.8987895	67.0650103
1558	24.8971648	67.0615227
1559	24.8787	67.1008692
1562	24.8791083	67.0722058
1564	24.8957283	67.05655
1566	24.8656952	67.0395718
1569	24.89596	67.0647867
1570	24.9126736	67.0881469
1574	24.8821133	67.0441867
1576	24.9057726	67.1130179
1578	24.8892451	67.0497281
1579	24.8880283	67.0442767
1584	24.9185417	67.1072083
1585	24.8981215	67.1148311
1587	24.9165029	67.0959543
1589	24.9032612	67.0671793
1591	24.8970617	67.0692767
1592	24.8848286	67.0475305
1595	24.8927417	67.0532733
1597	24.8656182	67.0449504
1598	24.8926956	67.0541613
1600	24.903232	67.0834779
1601	24.9079882	67.1102858
1604	24.9023833	67.08288
1608	24.8821139	67.0687082
1609	24.8637169	67.0403556
1611	24.8893263	67.0575432
1612	24.8923757	67.0573736
1615	24.917005	67.11068
1618	24.8679445	67.0443544
1625	24.8983629	67.1145405
1627	24.9050463	67.1133048
1630	24.8646188	67.0315811
1631	24.8977617	67.0610167
1632	24.9184719	67.1082466
1633	24.9100902	67.1155916
1634	24.864455	67.0487967
1635	24.8645943	67.0378856
1638	24.8649916	67.0324738
1639	24.8984568	67.0612434
1643	24.8804309	67.0817805
1644	24.87292	67.044805
1646	24.9087437	67.1075227
1647	24.8636085	67.0391513
1648	24.86714	67.052265
1651	24.8982786	67.1146293
1652	24.8809212	67.049607
1658	24.8629192	67.0422095
1660	24.9095863	67.0844865
1661	24.8825823	67.0849012
1662	24.8674083	67.04042
1663	24.888205	67.04897
1665	24.8890666	67.0591177
1667	24.8919783	67.0545383
1668	24.910916	67.110264
1670	24.8698289	67.0368281
1672	24.9050467	67.0784617
1674	24.8661288	67.051017
1676	24.9079692	67.0820456
1678	24.9067984	67.1074299
1681	24.8971633	67.0617449
1690	24.8687502	67.0353328
1691	24.9052767	67.0946917
1693	24.8757629	67.0526337
1695	24.8955633	67.0558467
1697	24.9030509	67.0750276
1701	24.8818953	67.0678457
1702	24.88429	67.043645
1704	24.8923033	67.0632467
1705	24.8625327	67.0515861
1707	24.9133771	67.1124217
1708	24.8822329	67.0684564
1709	24.8840683	67.0428233
1711	24.8837947	67.0837658
1712	24.8931283	67.046495
1716	24.8681026	67.0350846
1718	24.8853317	67.0516814
1719	24.9074894	67.1289754
1720	24.8671784	67.0409733
1722	24.8998236	67.067645
1724	24.8919766	67.0441426
1726	24.8954883	67.056325
1727	24.87376	67.0450467
1729	24.9096032	67.1035038
1731	24.8787417	67.04645
1732	24.8634055	67.0547587
1733	24.8612465	67.0512341
1736	24.8918799	67.0549213
1737	24.8944706	67.0574617
1739	24.8819887	67.0654073
1740	24.86321	67.0448783
1741	24.8882061	67.0450978
1743	24.8811333	67.0420433
1744	24.86227	67.04297
1745	24.899076	67.1046147
1747	24.8661155	67.0340892
1748	24.9185673	67.1067409
1752	24.875665	67.0517483
1753	24.893355	67.0540067
1754	24.9182958	67.1095986
1757	24.92028	67.10635
1759	24.8837629	67.0837583
1761	24.8842544	67.0520703
1765	24.8681798	67.0384386
1767	24.8691687	67.0371198
1770	24.8695912	67.0376009
1771	24.9030696	67.0693147
1772	24.8673832	67.0380558
1780	24.88485	67.0822433
1781	24.9010162	67.120315
1783	24.9078259	67.1212508
1785	24.8731765	67.0455797
1787	24.9035194	67.0698356
1789	24.9080358	67.1279792
1790	24.86068	67.0448867
1791	24.8664813	67.0315957
1793	24.9004568	67.0674098
1794	24.8851583	67.0814033
1796	24.8871067	67.078415
1801	24.890036	67.0584206
1804	24.9029573	67.0691769
1805	24.87256	67.05002
1806	24.8826974	67.0520214
1808	24.8830317	67.0704508
1810	24.8640248	67.0302428
1814	24.9057849	67.1127855
1819	24.8923103	67.0536344
1822	24.8930029	67.0578572
1824	24.8656571	67.0314319
1825	24.9051617	67.117095
1828	24.8666419	67.0317671
1831	24.8900678	67.0581451
1832	24.8822267	67.0438383
1834	24.8631783	67.04883
1836	24.9054377	67.1167797
1841	24.8605479	67.0483371
1842	24.88527	67.0452017
1843	24.8832208	67.0704822
1844	24.9122383	67.1136016
1846	24.8940823	67.0580737
1848	24.9066794	67.0798148
1849	24.8890943	67.0490292
1850	24.8873717	67.0778533
1854	24.8700214	67.0459335
1856	24.88375	67.0838366
1857	24.8853817	67.044535
1858	24.8683914	67.0425933
1860	24.9003617	67.0680083
1861	24.9191233	67.1051517
1864	24.8863952	67.0612824
1865	24.8856913	67.0537886
1866	24.8922267	67.0542917
1870	24.9200067	67.1016317
1872	24.8670617	67.040785
1874	24.88801	67.0443067
1875	24.8682685	67.0420238
1876	24.8670233	67.0487717
1879	24.9016183	67.0726417
1880	24.880465	67.041105
1885	24.9037182	67.0700575
1886	24.8895086	67.0571289
1887	24.9200218	67.1017141
1888	24.8643856	67.0339199
1891	24.910635	67.1257733
1892	24.9045616	67.0724958
1895	24.864222	67.0427458
1897	24.887425	67.047365
1898	24.9082457	67.1100409
1900	24.9053129	67.1161541
1902	24.9204	67.1015957
1904	24.9170967	67.0969033
1908	24.905505	67.1218783
1910	24.863988	67.0302554
1911	24.9069299	67.1119099
1913	24.8698215	67.0450968
1916	24.8835931	67.066534
1919	24.8982508	67.1145901
1922	24.8674916	67.0312376
1925	24.920132	67.1018954
1929	24.8924353	67.0460882
1930	24.8627433	67.0458617
1931	24.9036792	67.114567
1934	24.8741283	67.05451
1936	24.8656467	67.03604
1937	24.8673783	67.0405283
1938	24.887666	67.0504087
1941	24.8868921	67.0531537
1942	24.91859	67.11145
1945	24.8912813	67.0468827
1948	24.8665426	67.0315032
1949	24.8661125	67.0340291
1950	24.9122851	67.1004751
1957	24.8834502	67.0508279
1960	24.9121487	67.1005614
1961	24.8676669	67.0451612
1962	24.8984731	67.1143115
1963	24.918625	67.11005
1964	24.910245	67.10608
1966	24.9082937	67.1226704
1967	24.8806915	67.0845635
1968	24.8802017	67.0815383
1969	24.9210283	67.1016533
1970	24.8981904	67.1146749
1971	24.8631133	67.0538433
1972	24.8669529	67.0330754
1976	24.8943402	67.0558263
1978	24.9028533	67.0690433
1979	24.8928549	67.0565832
1981	24.9074318	67.0812437
1982	24.8847683	67.0515413
1983	24.866654	67.0324756
1984	24.8987259	67.0653953
1986	24.9184597	67.1099866
1987	24.9036033	67.0975783
1988	24.9084141	67.1227335
1993	24.860755	67.0490533
1996	24.9084263	67.082578
1997	24.8917784	67.0463347
1	24.9034653	67.0756167
2000	24.8952967	67.0593717
2001	24.9138205	67.1109504
2002	24.9038575	67.075355
2006	24.897705	67.065535
2007	24.8983158	67.1147595
2009	24.868575	67.04702
2011	24.8791482	67.0721776
2013	24.877666	67.0714714
2016	24.8986305	67.067597
2020	24.8890428	67.0588004
2021	24.8852249	67.0536106
2022	24.8670608	67.0341272
2024	24.9185517	67.1112983
2025	24.8870554	67.0667567
2026	24.9090769	67.1074982
2027	24.9084244	67.1205601
2029	24.8920515	67.0570323
2032	24.8972967	67.0691183
2034	24.8876713	67.0504285
2035	24.8861715	67.0790842
2039	24.8948872	67.0524505
2040	24.8975484	67.0689452
